,AGE,SEX,DRINKING,DRUGS,ALC_DET,ALC_STATUS,DRUG_DET,DSTATUS,INJ_SEV,PER_TYP,DAY_WEEK,HOUR_x,WEATHER,LGT_COND,STATE_x
44605,10,1,8,8,9,0,8,0,0,2,1,14,1,1,27
44606,25,1,0,0,9,2,8,2,4,1,1,14,1,1,27
44607,30,1,1,0,9,2,8,2,4,1,2,2,1,2,27
44608,31,2,0,0,9,0,8,0,0,1,3,14,1,1,27
44609,30,2,0,0,9,0,8,0,0,1,3,14,1,1,27
44610,58,1,8,8,9,0,8,0,0,2,3,14,1,1,27
44611,6,1,8,8,9,0,8,0,0,2,3,14,1,1,27
44612,55,1,0,0,9,2,8,2,4,1,3,14,1,1,27
44613,36,1,0,1,2,2,8,2,0,1,6,18,1,1,27
44614,42,1,0,0,9,8,8,8,4,1,6,18,1,1,27
44615,31,2,0,0,9,0,8,0,0,1,6,18,1,1,27
44616,56,2,8,8,9,0,8,0,0,2,6,18,1,1,27
44617,20,2,0,0,9,0,8,0,0,1,6,18,1,1,27
44618,30,2,0,0,9,0,8,0,0,1,6,18,1,1,27
44619,65,1,8,8,9,8,8,8,4,5,2,14,1,1,27
44620,28,1,0,0,9,0,8,0,2,1,2,14,1,1,27
44621,34,2,8,8,9,0,8,0,3,2,2,14,1,1,27
44622,32,2,8,8,9,0,8,0,3,2,2,14,1,1,27
44623,47,2,8,8,9,0,8,0,3,2,2,14,1,1,27
44624,39,1,8,8,9,0,8,0,2,3,2,14,1,1,27
44625,84,1,0,0,9,8,8,8,4,1,3,15,10,1,27
44626,21,1,0,0,9,0,8,0,0,1,3,15,10,1,27
44627,27,1,1,0,2,2,8,8,4,1,1,19,1,1,27
44628,29,2,0,0,9,2,8,2,4,1,1,19,10,1,27
44629,37,2,0,0,9,0,8,0,3,1,2,7,1,1,27
44630,48,2,0,0,9,2,8,8,4,1,2,7,1,1,27
44631,23,9,0,0,9,2,8,2,4,5,3,8,1,1,27
44632,30,1,0,0,9,0,8,0,0,1,3,8,1,1,27
44633,69,1,1,0,9,2,8,2,4,1,4,23,10,2,27
44634,60,2,0,0,9,2,8,2,4,1,5,12,1,1,27
44635,33,1,0,1,9,0,8,2,2,1,5,19,10,1,27
44636,40,2,0,0,9,2,8,2,4,1,5,19,10,1,27
44637,45,1,1,0,9,2,8,8,4,1,7,21,1,2,27
44638,53,1,0,0,9,0,8,0,4,1,1,16,1,1,27
44639,38,1,0,0,9,2,8,2,4,1,4,2,1,3,27
44640,21,1,0,0,9,0,8,0,2,1,4,2,1,3,27
44641,21,1,0,0,9,9,8,9,3,1,5,19,1,1,27
44642,33,1,0,0,9,2,8,2,4,1,5,19,1,1,27
44643,72,1,0,0,9,2,8,2,4,1,5,9,1,1,27
44644,54,1,0,0,9,0,8,0,3,1,5,9,1,1,27
44645,18,1,1,1,2,2,8,8,0,1,5,19,1,1,27
44646,19,2,8,8,9,0,8,0,3,2,5,19,1,1,27
44647,17,1,8,8,9,8,8,8,4,2,5,19,1,1,27
44648,17,1,8,8,9,0,8,0,0,2,5,19,1,1,27
44649,15,1,8,8,9,0,8,0,3,2,5,19,1,1,27
44650,50,1,0,0,9,2,8,2,4,6,6,16,2,1,27
44651,18,1,0,0,2,2,8,0,0,1,6,16,2,1,27
44652,19,1,8,8,9,0,8,0,1,2,6,16,2,1,27
44653,16,1,8,8,9,0,8,0,0,2,6,16,2,1,27
44654,81,2,0,0,9,2,8,2,4,5,6,19,1,1,27
44655,38,2,0,0,9,0,8,0,0,1,6,19,1,1,27
44656,30,2,1,0,9,2,8,2,4,1,7,1,1,2,27
44657,20,1,0,0,9,2,8,2,4,1,7,19,1,1,27
44658,27,2,1,0,9,2,8,2,4,1,1,3,1,3,27
44659,35,2,0,0,9,2,8,2,4,1,2,6,2,4,27
44660,84,1,0,0,9,2,8,2,4,5,2,16,1,1,27
44661,27,1,0,1,9,0,8,2,3,1,2,16,1,1,27
44662,28,1,1,0,9,8,8,8,4,1,3,13,1,1,27
44663,42,1,0,0,9,0,8,0,1,1,3,13,1,1,27
44664,37,1,9,9,9,2,8,2,4,1,7,3,1,3,27
44665,54,1,1,0,5,8,8,8,4,1,7,6,1,6,27
44666,75,1,0,0,2,2,8,0,1,1,7,12,1,1,27
44667,22,2,0,0,9,2,8,2,4,1,7,12,1,1,27
44668,59,1,0,0,9,2,8,2,4,1,1,11,1,1,27
44669,65,1,0,0,9,2,8,2,4,5,4,6,10,3,27
44670,25,1,0,0,2,2,8,0,1,1,4,6,10,3,27
44671,16,1,0,0,9,0,8,0,3,1,5,20,1,2,27
44672,16,2,8,8,9,0,8,0,2,2,5,20,1,2,27
44673,16,1,8,8,9,0,8,0,1,2,5,20,1,2,27
44674,16,1,8,8,9,0,8,0,1,2,5,20,1,2,27
44675,16,2,8,8,9,8,8,8,4,2,5,20,1,2,27
44676,39,2,0,0,9,2,8,2,4,1,3,0,10,2,27
44677,54,1,0,0,9,0,8,0,0,1,6,7,1,1,27
44678,42,1,0,0,9,2,8,2,4,1,6,7,1,1,27
44679,32,1,1,0,9,2,8,0,3,1,7,3,2,3,27
44680,35,2,8,8,9,0,8,0,3,2,7,3,2,3,27
44681,26,2,1,0,9,0,8,0,3,2,7,3,2,3,27
44682,55,1,0,0,9,2,8,2,4,1,7,3,2,3,27
44683,24,1,0,0,9,2,8,2,4,1,7,8,2,1,27
44684,35,1,0,0,9,0,8,0,0,1,7,8,2,1,27
44685,60,1,8,8,9,0,8,0,0,2,7,8,2,1,27
44686,16,1,0,0,9,2,8,2,4,5,1,4,5,2,27
44687,29,1,0,0,9,8,8,8,0,1,1,4,5,2,27
44688,20,1,0,0,9,2,8,2,4,1,3,21,1,3,27
44689,30,1,0,0,9,2,8,2,4,1,1,0,2,2,27
44690,40,1,1,0,9,2,8,2,4,5,1,6,5,2,27
44691,999,9,9,9,9,0,8,0,9,1,1,6,5,2,27
44692,83,2,0,0,9,2,8,2,4,1,1,11,10,1,27
44693,18,1,0,0,9,0,8,0,0,1,1,11,10,1,27
44694,56,2,1,0,9,2,8,2,4,1,2,6,1,1,27
44695,56,1,0,0,9,8,8,8,4,1,5,16,1,1,27
44696,40,1,0,0,9,0,8,0,2,1,5,16,1,1,27
44697,40,1,8,8,9,0,8,0,0,2,5,16,1,1,27
44698,27,2,0,0,9,2,8,2,4,6,3,20,10,3,27
44699,998,8,0,0,9,0,8,0,3,6,3,20,10,3,27
44700,42,2,0,0,9,2,8,2,0,1,3,20,10,3,27
44701,8,1,8,8,9,0,8,0,0,2,3,20,10,3,27
44702,29,1,0,0,9,2,8,0,4,1,5,19,1,5,27
44703,32,2,0,0,9,2,8,2,4,1,5,19,1,5,27
44704,44,1,8,0,9,2,8,2,4,1,7,13,1,1,27
44705,46,1,0,0,9,0,8,0,1,1,7,13,1,1,27
44706,44,2,0,0,9,0,8,0,0,1,7,13,1,1,27
44707,48,2,8,8,9,0,8,0,0,2,7,13,1,1,27
44708,26,2,0,0,9,0,8,0,0,1,7,13,1,1,27
44709,26,1,1,0,5,2,8,2,4,5,7,20,1,2,27
44710,999,9,8,8,9,0,8,0,9,1,7,20,1,2,27
44711,17,1,0,0,9,0,8,0,0,1,1,13,1,1,27
44712,66,1,0,0,9,2,8,2,4,1,1,13,1,1,27
44713,61,2,8,8,9,2,8,2,4,2,1,13,1,1,27
44714,19,1,1,1,9,2,8,2,2,1,5,0,1,2,27
44715,21,1,8,8,9,0,8,0,0,2,5,0,1,2,27
44716,19,1,8,8,9,0,8,0,3,2,5,0,1,2,27
44717,20,1,0,0,9,0,8,0,0,2,5,0,1,2,27
44718,19,2,8,8,9,2,8,2,4,2,5,0,1,2,27
44719,50,1,0,0,9,2,8,2,4,6,4,5,1,2,27
44720,999,9,9,9,9,0,8,0,9,1,4,5,1,2,27
44721,54,1,1,1,2,2,8,2,1,1,5,20,5,2,27
44722,42,2,0,0,9,2,8,2,4,1,5,20,5,2,27
44723,22,2,0,0,9,0,8,0,2,1,6,17,1,1,27
44724,25,2,8,8,9,0,8,0,2,2,6,17,1,1,27
44725,55,1,0,0,9,8,8,8,4,1,6,17,1,1,27
44726,53,2,8,8,9,0,8,0,3,2,6,17,1,1,27
44727,20,1,8,8,9,0,8,0,3,2,6,17,1,1,27
44728,60,1,0,0,9,0,8,0,0,1,6,17,1,1,27
44729,66,1,8,8,9,0,8,0,1,2,6,17,1,1,27
44730,49,2,0,0,9,0,8,0,1,1,6,17,1,1,27
44731,65,1,0,0,9,2,8,8,0,1,6,14,1,1,27
44732,54,1,0,0,9,0,8,0,0,1,6,14,1,1,27
44733,53,2,0,0,9,2,8,2,4,1,6,14,1,1,27
44734,21,1,1,8,5,2,8,8,4,9,4,2,1,2,27
44735,32,1,1,0,5,2,8,0,3,9,4,2,1,2,27
44736,84,1,0,0,9,2,8,2,4,1,6,14,1,1,27
44737,73,2,8,8,9,0,8,0,3,2,6,14,1,1,27
44738,63,1,0,0,9,0,8,0,1,1,6,14,1,1,27
44739,57,2,9,9,9,2,8,2,4,5,6,21,1,2,27
44740,45,1,0,0,9,0,8,0,0,1,6,21,1,2,27
44741,36,2,1,0,5,2,8,8,4,1,7,7,99,6,27
44742,61,1,1,0,9,2,8,2,4,1,7,14,10,1,27
44743,41,1,0,0,9,2,8,2,4,1,5,17,1,1,27
44744,45,1,1,0,9,2,8,2,4,1,7,19,2,2,27
44745,49,2,0,0,9,2,8,2,4,1,2,4,1,3,27
44746,66,1,0,0,9,2,8,2,4,6,3,15,1,1,27
44747,57,1,0,0,9,0,8,0,0,1,3,15,1,1,27
44748,27,1,1,0,9,2,8,2,4,1,1,20,1,3,27
44749,27,2,1,0,9,2,8,2,4,5,3,1,1,2,27
44750,23,1,0,0,2,2,8,0,0,1,3,1,1,2,27
44751,59,1,0,0,9,2,8,2,4,5,4,21,1,3,27
44752,21,1,0,0,9,0,8,0,0,1,4,21,1,3,27
44753,22,1,8,8,9,0,8,0,0,2,4,21,1,3,27
44754,63,1,1,0,9,2,8,2,4,1,1,1,1,2,27
44755,47,2,0,0,9,2,8,0,4,1,7,11,1,1,27
44756,86,1,0,0,9,8,8,8,4,1,2,10,1,1,27
44757,43,1,0,0,9,0,8,0,0,1,2,10,1,1,27
44758,68,1,0,0,9,0,8,0,2,1,2,10,1,1,27
44759,63,2,8,8,9,0,8,0,0,2,2,10,1,1,27
44760,80,1,0,0,9,8,8,8,4,1,3,9,1,1,27
44761,59,1,0,0,9,8,8,8,4,1,5,17,1,1,27
44762,28,1,0,0,9,2,8,2,4,1,4,14,1,1,27
44763,15,2,0,0,9,0,8,0,4,1,5,9,1,1,27
44764,41,1,0,0,9,8,8,8,4,1,5,17,1,1,27
44765,79,1,0,0,9,8,8,8,4,6,6,19,2,2,27
44766,53,1,0,0,9,0,8,0,2,1,6,19,2,2,27
44767,63,1,1,0,9,2,8,2,2,1,7,16,2,1,27
44768,63,2,1,0,1,2,1,2,4,2,7,16,2,1,27
44769,26,1,0,0,9,2,8,0,1,1,7,16,2,1,27
44770,57,1,0,0,9,2,8,0,4,1,1,11,1,1,27
44771,24,2,0,0,9,2,8,2,4,1,4,14,2,1,27
44772,57,2,0,0,2,2,8,0,3,1,4,14,2,1,27
44773,30,1,0,1,9,2,8,2,3,1,6,18,10,1,27
44774,72,1,0,0,9,2,8,2,4,1,6,18,10,1,27
44775,71,2,8,8,9,8,8,8,4,2,6,18,10,1,27
44776,15,1,0,0,9,2,8,2,4,1,2,1,1,3,27
44777,16,2,8,8,9,2,8,2,4,2,2,1,1,3,27
44778,13,1,8,8,9,2,8,8,4,2,2,1,1,3,27
44779,73,1,0,0,9,0,8,0,3,1,4,14,1,1,27
44780,61,1,0,0,9,2,8,2,4,1,4,14,1,1,27
44781,23,2,0,0,9,2,8,2,3,1,5,19,1,2,27
44782,2,2,0,0,9,2,8,2,4,2,5,19,1,2,27
44783,78,1,0,0,9,0,8,0,3,1,6,17,1,1,27
44784,75,2,8,8,9,0,8,0,4,2,6,17,1,1,27
44785,49,2,8,0,9,8,8,8,1,1,6,17,1,1,27
44786,48,2,0,0,9,0,8,0,0,1,6,17,1,1,27
44787,32,2,0,0,9,0,8,0,0,1,6,17,1,1,27
44788,37,2,0,0,9,0,8,0,0,1,6,17,1,1,27
44789,3,1,8,8,9,0,8,0,0,2,6,17,1,1,27
44790,2,1,8,8,9,0,8,0,0,2,6,17,1,1,27
44791,59,1,1,0,9,2,8,2,4,5,6,20,1,2,27
44792,49,2,0,0,5,0,8,0,0,1,6,20,1,2,27
44793,52,1,8,8,9,0,8,0,0,2,6,20,1,2,27
44794,44,1,0,0,9,2,8,2,4,1,6,22,1,3,27
44795,61,1,0,0,9,0,8,0,2,1,7,8,1,1,27
44796,59,1,8,8,9,8,8,8,4,2,7,8,1,1,27
44797,63,1,8,8,9,0,8,0,2,2,7,8,1,1,27
44798,63,1,8,0,9,0,8,0,3,2,7,8,1,1,27
44799,46,1,1,0,1,2,8,2,4,1,2,14,2,1,27
44800,52,1,0,0,9,0,8,0,0,1,2,14,2,1,27
44801,22,2,0,1,2,2,8,2,0,1,2,16,1,1,27
44802,26,1,8,8,9,2,8,2,4,2,2,16,1,1,27
44803,50,2,0,0,9,0,8,0,0,1,7,1,1,2,27
44804,50,1,1,8,9,8,8,8,4,2,7,1,1,2,27
44805,18,1,0,0,9,0,8,0,0,1,7,15,1,1,27
44806,17,1,0,0,9,2,8,2,4,1,7,15,1,1,27
44807,59,1,0,0,9,2,8,2,4,5,1,1,1,2,27
44808,55,1,0,0,2,2,8,0,0,1,1,1,1,2,27
44809,28,1,8,8,9,0,8,0,1,2,1,1,1,2,27
44810,61,1,0,0,9,0,8,0,4,1,1,13,6,1,27
44811,45,1,0,9,9,2,8,2,4,1,2,15,1,1,27
44812,50,1,0,0,9,0,8,0,0,1,6,8,4,1,27
44813,59,2,0,0,9,2,8,2,4,1,6,8,4,1,27
44814,21,1,0,0,9,0,8,0,2,1,1,8,1,1,27
44815,43,1,8,8,9,0,8,0,2,2,1,8,1,1,27
44816,22,1,8,8,9,8,8,8,4,2,1,8,1,1,27
44817,19,1,9,9,9,0,8,0,3,1,2,7,10,2,27
44818,21,1,0,0,1,2,1,2,4,2,2,7,10,2,27
44819,43,2,0,0,9,0,8,0,2,1,2,7,10,2,27
44820,65,1,0,0,9,0,8,0,3,1,2,7,10,2,27
44821,61,2,8,8,9,2,8,2,4,2,2,7,10,2,27
44822,73,1,0,0,9,0,8,0,2,1,2,7,10,2,27
44823,24,2,0,0,9,0,8,0,0,1,2,7,10,2,27
44824,32,1,0,0,9,2,8,2,4,6,6,21,2,3,27
44825,35,2,0,0,9,0,8,0,0,1,6,21,2,3,27
44826,29,2,8,8,9,0,8,0,0,2,6,21,2,3,27
44827,17,1,0,0,9,0,8,0,0,1,3,17,1,1,27
44828,17,1,8,8,9,0,8,0,0,2,3,17,1,1,27
44829,54,2,0,0,9,0,8,8,0,1,3,17,1,1,27
44830,37,1,0,0,9,0,8,0,3,1,3,17,1,1,27
44831,36,2,8,8,9,2,8,2,4,2,3,17,1,1,27
44832,65,1,0,0,9,0,8,0,0,1,3,17,1,1,27
44833,59,1,0,0,9,8,8,8,4,1,2,7,1,1,27
44834,28,1,0,0,9,8,8,8,4,1,2,7,1,1,27
44835,60,1,0,0,9,0,8,0,0,1,2,7,1,1,27
44836,52,1,8,8,9,0,8,0,0,2,2,7,1,1,27
44837,60,1,1,0,9,2,8,0,4,1,2,16,10,1,27
44838,67,1,0,0,9,0,8,0,2,1,2,16,10,1,27
44839,65,2,0,0,9,2,8,0,4,5,2,18,1,3,27
44840,18,1,0,0,9,0,8,0,0,1,2,18,1,3,27
44841,66,1,0,0,9,0,8,0,0,1,6,6,4,2,27
44842,34,1,0,0,9,2,8,2,4,1,6,6,4,2,27
44843,48,2,0,0,9,2,8,2,4,1,1,6,4,2,27
44844,57,1,8,8,9,0,8,0,3,2,1,6,4,2,27
44845,35,1,0,0,9,0,8,0,2,1,1,6,4,2,27
44846,30,1,0,0,9,2,8,2,4,1,2,9,1,1,27
44847,25,1,8,8,9,8,8,8,4,2,2,9,1,1,27
44848,25,1,0,0,9,0,8,0,0,1,2,9,1,1,27
44849,41,1,0,0,9,2,8,2,4,1,3,0,1,3,27
44850,28,1,0,0,9,2,8,2,4,1,4,5,1,3,27
44851,20,2,0,0,9,2,8,2,4,1,6,13,1,1,27
44852,25,1,8,8,9,2,8,2,4,2,6,13,1,1,27
44853,53,1,0,0,9,0,8,0,0,1,6,13,1,1,27
44854,58,2,8,8,9,0,8,0,0,2,6,13,1,1,27
44855,42,1,0,0,9,0,8,0,0,1,6,13,1,1,27
44856,31,1,9,9,9,2,8,2,4,1,6,22,1,2,27
44857,48,1,0,0,9,8,8,8,4,1,1,15,1,1,27
44858,20,1,1,1,9,2,8,2,3,1,7,0,1,2,27
44859,76,1,0,0,9,2,8,2,4,1,7,0,1,2,27
44860,84,1,8,8,9,0,8,0,2,2,7,0,1,2,27
44861,51,1,0,0,9,8,8,8,4,1,2,6,1,2,27
44862,32,1,0,0,9,8,8,8,4,1,2,9,1,1,27
44863,25,1,0,0,9,0,8,0,3,1,2,9,1,1,27
44864,44,2,0,0,9,2,8,2,4,5,3,16,1,5,27
44865,9,2,0,0,9,0,8,0,2,5,3,16,1,5,27
44866,19,2,0,0,9,0,8,0,0,1,3,16,1,5,27
44867,28,1,8,8,9,0,8,0,0,2,3,16,1,5,27
44868,55,1,0,0,9,2,8,2,4,1,3,17,1,5,27
44869,55,1,0,0,9,0,8,0,2,1,5,12,1,1,27
44870,34,1,0,0,9,2,8,2,4,1,5,12,1,1,27
44871,66,1,0,0,9,8,8,8,4,1,5,17,1,5,27
44872,72,1,0,0,9,0,8,0,2,1,5,17,1,5,27
44873,34,1,0,0,9,0,8,0,1,1,5,17,1,5,27
44874,29,1,0,0,9,2,8,2,4,1,6,7,1,1,27
44875,36,1,1,0,9,2,8,0,2,1,7,2,99,2,27
44876,55,1,8,8,9,2,8,2,4,2,7,2,99,2,27
44877,16,1,1,0,9,2,8,2,4,1,1,4,98,2,27
44878,26,2,1,0,9,2,8,0,1,1,1,16,1,1,27
44879,3,1,8,8,9,2,8,2,4,2,1,16,1,1,27
44880,5,2,8,8,9,0,8,0,2,2,1,16,1,1,27
44881,70,1,0,0,9,2,8,2,4,1,4,6,5,2,27
44882,30,1,0,0,9,0,8,0,3,1,4,6,5,2,27
44883,57,1,0,0,9,0,8,0,3,1,5,17,1,1,27
44884,50,2,8,8,9,2,8,0,4,2,5,17,1,1,27
44885,49,2,0,0,9,2,8,2,4,1,4,20,1,2,27
44886,74,2,8,8,9,0,8,0,3,2,4,20,1,2,27
44887,45,1,0,0,9,2,8,2,4,1,4,20,1,2,27
44888,52,1,9,9,9,2,8,2,4,1,5,10,10,1,27
44889,38,2,0,0,9,0,8,0,0,1,7,8,1,1,27
44890,60,1,0,0,9,8,8,8,4,1,7,8,1,1,27
44891,25,1,0,0,9,2,8,2,4,1,5,19,10,3,27
44892,39,1,0,0,9,2,8,2,4,1,5,21,10,2,27
44893,26,1,0,1,9,0,8,2,3,1,5,21,10,2,27
44894,32,2,0,0,9,2,8,2,4,5,5,22,1,2,27
44895,49,1,0,0,9,0,8,0,0,1,5,22,1,2,27
44896,65,2,0,0,9,2,8,2,4,1,6,14,1,1,27
44897,52,1,0,0,9,2,8,2,4,1,6,16,11,1,27
44898,44,1,0,0,9,0,8,0,0,1,6,16,11,1,27
44899,66,1,0,0,9,2,8,2,4,5,4,9,1,1,27
44900,47,2,0,0,9,0,8,0,0,1,4,9,1,1,27
44901,40,2,0,0,9,0,8,2,4,1,2,2,2,3,27
44902,35,1,0,0,9,0,8,0,0,1,2,2,2,3,27
44903,52,1,0,0,9,8,8,8,4,1,2,18,1,2,27
44904,19,2,0,0,9,2,8,2,4,1,7,14,1,1,27
44905,59,1,9,9,9,2,8,2,4,1,2,5,1,2,27
44906,75,1,9,0,9,2,8,8,4,1,2,15,1,1,27
44907,45,1,0,0,9,0,8,0,0,1,2,15,1,1,27
44908,75,1,0,0,9,0,8,0,2,1,2,10,1,1,27
44909,59,1,0,0,9,0,8,0,4,1,2,10,1,1,27
44910,40,1,0,0,9,0,8,0,2,1,2,10,1,1,27
44911,38,2,8,8,9,0,8,0,0,2,2,10,1,1,27
44912,13,2,8,8,9,0,8,0,1,2,2,10,1,1,27
44913,8,1,8,8,9,0,8,0,0,2,2,10,1,1,27
44914,11,2,8,8,9,0,8,0,0,2,2,10,1,1,27
44915,27,1,0,0,9,0,8,0,2,1,3,6,1,4,27
44916,65,2,0,0,9,8,8,8,4,1,3,6,1,4,27
44917,34,2,0,0,9,0,8,0,0,1,3,6,1,4,27
44918,85,2,8,8,9,0,8,0,4,5,2,17,1,6,27
44919,53,2,8,8,9,0,8,0,3,5,2,17,1,6,27
44920,21,1,0,0,9,0,8,0,3,5,2,17,1,6,27
44921,91,1,0,0,9,0,8,0,3,1,2,17,1,6,27
44922,26,1,0,0,9,0,8,0,0,1,2,17,1,6,27
44923,30,1,0,0,9,2,8,2,4,1,3,5,99,9,27
44924,36,1,0,0,9,2,8,2,4,1,7,23,1,2,27
44925,43,1,0,0,9,2,8,2,4,1,4,17,1,2,27
44926,31,1,1,0,9,2,8,2,4,1,2,21,1,3,27
44927,26,1,1,0,9,2,8,2,4,1,1,1,1,2,27
44928,28,2,1,0,9,2,8,2,4,1,1,23,1,2,27
44929,8,2,8,8,9,0,8,0,2,2,1,23,1,2,27
44930,69,1,0,0,9,2,8,2,4,1,3,10,10,1,27
44931,59,1,0,0,9,0,8,0,0,1,3,10,10,1,27
44932,79,1,0,0,9,2,8,2,4,5,3,16,1,5,27
44933,74,1,0,0,9,0,8,0,0,1,3,16,1,5,27
44934,33,1,0,0,9,2,8,2,4,1,6,4,1,3,27
44935,30,1,1,0,9,0,8,0,3,1,1,1,1,3,27
44936,15,1,8,8,9,2,8,2,4,2,1,1,1,3,27
44937,28,1,8,8,9,0,8,0,3,2,1,1,1,3,27
44938,19,1,9,9,9,2,8,2,4,1,1,1,1,2,27
44939,22,1,8,8,9,0,8,0,2,2,1,1,1,2,27
44940,29,2,0,0,9,2,8,0,4,5,6,17,1,2,27
44941,69,1,0,0,9,0,8,0,0,1,6,17,1,2,27
44942,57,1,0,0,9,0,8,0,0,1,1,16,4,1,27
44943,13,2,8,8,9,0,8,0,0,2,1,16,4,1,27
44944,54,2,8,8,9,0,8,0,0,2,1,16,4,1,27
44945,17,2,8,8,9,2,8,2,4,2,1,16,4,1,27
44946,56,1,0,0,9,2,8,2,4,5,1,16,4,1,27
44947,25,2,0,0,9,0,8,0,0,1,1,16,4,1,27
44948,18,2,0,0,9,0,8,0,2,1,1,16,4,1,27
44949,10,1,8,8,9,0,8,0,2,2,1,16,4,1,27
44950,17,2,8,8,9,0,8,0,0,2,1,16,4,1,27
44951,23,1,0,0,9,0,8,0,0,1,1,16,4,1,27
44952,23,2,0,0,9,0,8,0,0,1,1,16,4,1,27
44953,16,1,0,0,9,2,8,2,4,1,1,17,1,2,27
44954,13,1,8,8,9,0,8,0,0,2,1,17,1,2,27
44955,62,1,0,1,9,0,8,2,1,1,4,13,1,1,27
44956,69,1,0,0,9,0,8,0,2,1,4,13,1,1,27
44957,67,2,8,8,9,0,8,0,4,2,4,13,1,1,27
44958,65,1,0,0,9,2,8,2,4,1,4,7,1,1,27
44959,31,2,0,0,9,0,8,0,0,1,5,16,1,5,27
44960,3,2,8,8,9,0,8,0,0,2,5,16,1,5,27
44961,5,1,8,8,9,0,8,0,0,2,5,16,1,5,27
44962,45,2,0,0,9,2,8,2,4,1,5,16,1,5,27
44963,49,2,0,0,9,0,8,0,4,1,5,20,1,3,27
44964,20,1,0,0,9,2,8,2,4,1,6,20,1,2,27
44965,33,1,0,0,9,0,8,0,2,1,6,20,1,2,27
44966,31,1,8,8,9,0,8,0,0,2,6,20,1,2,27
44967,64,2,0,0,9,8,8,8,4,1,7,12,8,1,27
44968,27,1,1,0,9,8,8,0,3,1,7,20,10,3,27
44969,27,9,1,0,9,8,8,0,2,1,7,20,10,3,27
44970,24,2,8,8,9,8,8,8,4,2,7,20,10,3,27
44971,43,1,1,0,9,2,8,2,4,1,1,7,1,4,27
44972,28,1,1,0,9,2,8,0,2,1,3,2,1,3,27
44973,43,1,8,8,9,2,8,2,4,2,3,2,1,3,27
44974,17,2,1,0,9,2,8,8,1,1,3,5,1,2,27
44975,18,1,8,8,9,2,8,2,4,2,3,5,1,2,27
44976,63,1,1,1,5,2,7,2,4,1,3,22,4,2,27
44977,66,1,0,0,9,8,8,8,4,1,6,6,10,3,27
44978,44,1,1,1,9,8,8,2,2,1,3,2,1,3,27
44979,49,1,8,8,9,8,8,8,4,2,3,2,1,3,27
44980,33,1,1,1,9,2,8,2,4,5,3,6,1,2,27
44981,35,2,0,0,9,0,8,0,0,1,3,6,1,2,27
44982,37,1,0,0,9,0,8,0,0,2,3,6,1,2,27
44983,22,2,0,0,9,0,8,0,0,1,3,6,1,2,27
44984,19,2,0,0,2,2,8,0,0,1,2,1,1,3,27
44985,32,1,9,9,9,2,8,2,4,1,2,1,1,3,27
44986,28,1,0,1,9,2,8,2,4,1,6,1,1,2,27
44987,57,1,1,0,2,2,8,0,0,1,3,10,1,1,27
44988,64,1,0,0,9,0,8,0,0,3,3,10,1,1,27
44989,58,2,8,8,9,0,8,0,0,3,3,10,1,1,27
44990,69,1,0,0,9,8,8,8,4,1,3,10,1,1,27
44991,65,2,8,8,9,0,8,0,2,2,3,10,1,1,27
44992,35,2,1,0,9,2,8,2,4,5,3,17,1,3,27
44993,16,1,0,0,2,2,8,0,0,1,3,17,1,3,27
44994,19,1,8,8,9,0,8,0,0,2,3,17,1,3,27
44995,42,1,8,1,9,2,8,2,4,1,3,15,98,1,27
44996,22,2,0,0,9,0,8,0,1,1,2,5,5,2,27
44997,2,1,8,8,9,0,8,0,1,2,2,5,5,2,27
44998,0,1,0,0,9,0,8,0,4,2,2,5,5,2,27
44999,16,1,0,1,9,0,8,2,0,1,2,17,1,3,27
45000,14,1,8,8,9,8,8,8,4,2,2,17,1,3,27
45001,14,1,8,8,9,0,8,0,0,2,2,17,1,3,27
45002,24,1,0,0,9,8,8,9,4,1,4,4,1,2,28
45003,68,1,0,0,9,9,8,8,2,1,5,19,5,3,28
45004,65,2,0,0,9,8,8,8,4,1,5,19,5,3,28
45005,61,1,9,9,9,0,8,0,4,5,6,17,2,2,28
45006,47,1,0,0,9,0,8,0,0,1,6,17,2,2,28
45007,41,1,0,0,9,8,8,8,4,5,7,0,1,3,28
45008,999,9,9,9,9,0,8,0,0,1,7,0,1,3,28
45009,51,1,9,9,9,2,8,2,4,5,7,9,1,1,28
45010,37,1,9,9,9,2,8,2,0,1,7,9,1,1,28
45011,39,2,9,9,9,2,8,0,4,5,1,6,1,2,28
45012,50,2,0,0,9,0,8,0,0,1,1,6,1,2,28
45013,46,1,0,0,9,0,8,0,4,5,1,18,99,2,28
45014,51,2,0,0,9,2,8,2,0,1,1,18,99,2,28
45015,56,1,0,0,9,0,8,0,4,1,2,15,1,1,28
45016,79,2,8,8,9,0,8,0,4,2,2,15,1,1,28
45017,65,1,9,9,9,0,8,0,4,5,3,17,1,6,28
45018,46,1,0,0,9,0,8,0,0,1,3,17,1,6,28
45019,41,1,0,0,9,2,8,0,4,1,4,4,1,2,28
45020,54,1,0,0,9,0,8,0,0,1,6,10,10,1,28
45021,62,1,0,0,9,0,8,0,2,1,6,10,10,1,28
45022,72,2,0,0,9,0,8,0,3,1,6,10,10,1,28
45023,40,2,0,0,9,0,8,0,4,1,6,10,10,1,28
45024,41,1,8,8,9,0,8,0,3,2,6,10,10,1,28
45025,22,1,8,8,9,0,8,0,3,2,6,10,10,1,28
